Location,Bees,Bird,Bryophytes,Butterflies,Carabids,Hoverflies,Isopods,Ladybirds,Macromoths,Grasshoppers_._Crickets,Vascular_plants,Easting,Northing,dominantLandClass,ecologicalStatus,period
NC85,0.250965251,0.727392808,0.850721785,0.871794872,0.287096774,0.222748815,0.275,0.136363636,0.6317388,0.31372549,0.524091293,280000,950000,28s,0.46287632,Y00
NC86,0.332046332,0.872508938,0.87171916,0.692307692,0.312903226,0.174170616,0.283333333,0.236363636,0.616932422,0.392156863,0.535080304,280000,960000,28s,0.483592957,Y00
NC90,0.682795699,1.032180754,0.884743504,1.283333333,0.395348837,0.712887439,0.373493976,0.615384615,1.059547244,0.96875,0.757081975,290000,900000,32s,0.796867943,Y00
NC91,0.771929825,0.874980715,0.896886604,1.013513514,0.222865412,0.4,0.444444444,0.193877551,0.880180859,0.697674419,0.536317136,290000,910000,21s,0.630242771,Y00
NC92,0.271929825,0.709523278,0.811196801,0.954954955,0.234442836,0.183695652,0.222222222,0.071428571,0.713639789,0.348837209,0.587468031,290000,920000,21s,0.464485379,Y00
NC93,0.263157895,0.671311,0.717794916,0.887387387,0.244573082,0.151086957,0.277777778,0.153061224,0.680482291,0.348837209,0.619693095,290000,930000,21s,0.455923894,Y00
NC94,0.239382239,0.723373588,0.830380577,0.871794872,0.288709677,0.183649289,0.233333333,0.072727273,0.708048595,0.31372549,0.517962806,290000,940000,28s,0.453007976,Y00
NC95,0.250965251,0.729210203,0.845472441,0.611111111,0.285483871,0.168246445,0.291666667,0.063636364,0.702733485,0.31372549,0.521766695,290000,950000,28s,0.434910729,Y00
NC96,0.316602317,0.910388273,0.900262467,0.717948718,0.427419355,0.15521327,0.258333333,0.236363636,0.624525437,0.352941176,0.522612003,290000,960000,28s,0.492964544,Y00
ND01,0.837719298,0.871346112,0.797486432,1.009009009,0.286541245,0.410869565,0.458333333,0.214285714,0.879804069,0.720930233,0.593350384,300000,910000,21s,0.643606854,Y00
ND02,0.24122807,0.790681541,0.729505855,0.887387387,0.331403763,0.3,0.416666667,0.081632653,0.701582517,0.441860465,0.621227621,300000,920000,21s,0.50392514,Y00
ND03,0.231660232,0.754392911,0.815616798,0.777777778,0.312903226,0.177725118,0.141666667,0.072727273,0.533029613,0.31372549,0.522612003,300000,930000,28s,0.423076101,Y00
ND04,0.243243243,0.784882205,0.810695538,0.739316239,0.319354839,0.186018957,0.166666667,0.072727273,0.66856492,0.411764706,0.516060862,300000,940000,28s,0.447208677,Y00
ND05,0.239382239,0.863603177,0.845472441,0.846153846,0.372580645,0.22985782,0.25,0.236363636,0.634016705,0.31372549,0.523245985,300000,950000,28s,0.486763817,Y00
ND06,0.293436293,0.904075051,0.762795276,0.709401709,0.451612903,0.129146919,0.258333333,0.309090909,0.66818527,0.37254902,0.49852071,300000,960000,28s,0.487013399,Y00
ND07,1.296875,1.006591689,0.849842492,0.855614973,0.568316832,0.223382046,0.5,1.64,0.99434069,0.291666667,0.627932652,300000,970000,31s,0.804960276,Y00
ND12,0.214559387,0.906646348,0.881032172,0.934210526,0.295714286,0.356470588,0.217105263,0.090909091,0.712504722,0.392156863,0.542158516,310000,920000,25s,0.503951615,Y00
ND13,0.228571429,0.907563052,0.884245439,0.887931034,0.316513761,0.402284264,0.220689655,0.108910891,0.716717095,0.358490566,0.561721652,310000,930000,27s,0.508512622,Y00
ND14,0.22007722,0.833509835,0.81496063,0.829059829,0.393548387,0.313981043,0.25,0.090909091,0.564540623,0.352941176,0.526415892,310000,940000,28s,0.471813066,Y00
ND15,0.274131274,0.889362005,0.796587927,0.717948718,0.340322581,0.184834123,0.308333333,0.154545455,0.634396355,0.37254902,0.550718512,310000,950000,28s,0.474884482,Y00
ND16,0.28957529,0.903547116,0.701771654,0.739316239,0.448387097,0.182464455,0.283333333,0.254545455,0.665527715,0.274509804,0.496830093,310000,960000,28s,0.476346204,Y00
ND17,1.328125,1.028314059,0.89079454,0.860962567,0.558415842,0.177453027,0.458333333,1.72,1.014714205,0.416666667,0.693624068,310000,970000,31s,0.831582119,Y00
ND23,0.256704981,0.936874764,0.780160858,0.807017544,0.275714286,0.250588235,0.197368421,0.181818182,0.593502078,0.31372549,0.622892074,320000,930000,25s,0.474215174,Y00
ND24,0.289795918,0.812337388,0.79800995,0.681034483,0.348623853,0.186548223,0.15862069,0.138613861,0.59720121,0.320754717,0.539436312,320000,940000,27s,0.442816055,Y00
ND25,0.256704981,0.937478828,0.761058981,0.75877193,0.332857143,0.196470588,0.243421053,0.202020202,0.656214583,0.294117647,0.511382799,320000,950000,25s,0.468227158,Y00
ND26,0.295019157,0.908095664,0.732908847,0.697368421,0.412857143,0.129411765,0.243421053,0.303030303,0.670948243,0.333333333,0.491146712,320000,960000,25s,0.474321876,Y00
ND27,0.298850575,0.893957716,0.882707775,0.701754386,0.398571429,0.136470588,0.236842105,0.383838384,0.671326029,0.411764706,0.498102867,320000,970000,25s,0.501289687,Y00
ND29,1.078125,0.980174595,1.059502975,0.818181818,0.510891089,0.208768267,0.472222222,1.16,0.992642898,0.1875,0.631796853,320000,990000,31s,0.736345974,Y00
ND33,0.318367347,0.726112748,0.729684909,0.754310345,0.45412844,0.163705584,0.220689655,0.217821782,0.679652042,0.433962264,0.647585755,330000,930000,27s,0.486001897,Y00
ND34,0.264367816,0.93462405,0.827077748,0.793859649,0.358571429,0.238823529,0.223684211,0.212121212,0.653192293,0.294117647,0.561973019,330000,940000,25s,0.487492055,Y00
ND35,0.287356322,0.923927403,0.722184987,0.701754386,0.4,0.123529412,0.243421053,0.323232323,0.665281451,0.352941176,0.521079258,330000,950000,25s,0.478609797,Y00
ND36,0.314285714,0.877740108,0.822222222,0.685344828,0.383792049,0.140862944,0.255172414,0.306930693,0.67473525,0.396226415,0.550360498,330000,960000,27s,0.491606649,Y00
ND37,1.171875,1.054115169,0.93559678,0.85026738,0.514851485,0.215031315,0.5,1.4,1.001131862,0.4375,0.693348054,330000,970000,31s,0.79761064,Y00
ND38,0.96875,0.811157917,0.754987749,0.807486631,0.407920792,0.231732777,0.513888889,1.68,0.985851726,0.1875,0.614959978,330000,980000,31s,0.724021496,Y00
ND39,1,1.004727841,0.88939447,0.85026738,0.532673267,0.208768267,0.486111111,1.68,0.996604414,0.416666667,0.637593155,330000,990000,31s,0.791164234,Y00
ND47,0.984375,0.786376823,0.84179209,0.807486631,0.37029703,0.221294363,0.513888889,1.84,0.902659875,0.416666667,0.652221916,340000,970000,31s,0.75791448,Y00
ND48,1,0.973023884,0.8039902,0.823529412,0.530693069,0.237995825,0.5,1.68,0.991511036,0.375,0.622964394,340000,980000,31s,0.776246165,Y00
ND49,0.984375,0.994903893,0.747287364,0.839572193,0.524752475,0.204592902,0.472222222,1.64,0.997736276,0.395833333,0.607783605,340000,990000,31s,0.764459933,Y00
NF60,0.664285714,0.766483347,1.152448913,0.817351598,0.727447217,0.531954887,0.360824742,0.129032258,0.571136549,0.446808511,0.815795533,60000,800000,30s,0.634869934,Y00
NF66,0.237903226,0.368049892,1.004631059,0.541484716,0.232289951,0.312987013,0.15,0.076086957,0.324167312,0.3125,0.787401575,60000,860000,29s,0.395227427,Y00
NF67,0.478571429,0.656167634,1.048653909,0.639269406,0.63915547,0.484962406,0.309278351,0.129032258,0.551921504,0.446808511,0.730831223,60000,870000,30s,0.555877464,Y00
NF70,0.692857143,0.778122088,1.152448913,0.840182648,0.712092131,0.533834586,0.309278351,0.129032258,0.565412919,0.468085106,0.821551923,70000,800000,30s,0.636627097,Y00
NF71,0.607142857,0.759954187,1.163152773,0.794520548,0.69865643,0.52443609,0.360824742,0.129032258,0.564186427,0.468085106,0.819019111,70000,810000,30s,0.626273685,Y00
NF72,0.564285714,0.768519986,1.028219267,0.808219178,0.679462572,0.52443609,0.350515464,0.129032258,0.564186427,0.446808511,0.728298411,70000,820000,30s,0.599271262,Y00
NF73,0.564285714,0.76343176,1.049626987,0.789954338,0.673704415,0.539473684,0.350515464,0.129032258,0.576042518,0.489361702,0.76905365,70000,830000,30s,0.608589317,Y00
NF74,0.535714286,0.736794721,1.094388583,0.762557078,0.669865643,0.531954887,0.319587629,0.129032258,0.565412919,0.489361702,0.822472945,70000,840000,30s,0.605194786,Y00
NF75,0.387096774,0.834489466,1.13757495,0.844444444,0.729386892,0.446982055,0.373493976,0.205128205,0.675688976,0.6875,0.868638757,70000,850000,32s,0.653674954,Y00
NF76,0.5,0.703456555,1.029192345,0.639269406,0.646833013,0.505639098,0.319587629,0.129032258,0.559689289,0.446808511,0.758001382,70000,860000,30s,0.567046317,Y00
NF77,0.478571429,0.698866248,1.013947454,0.662100457,0.550863724,0.488721805,0.319587629,0.129032258,0.549059689,0.446808511,0.720699977,70000,870000,30s,0.550750834,Y00
NF80,0.721428571,0.485248415,1.028219267,0.899543379,0.681381958,0.537593985,0.402061856,0.177419355,0.628372854,0.510638298,0.76122496,80000,800000,30s,0.6211939,Y00
NF81,0.621428571,0.556898329,1.089523192,0.812785388,0.708253359,0.593984962,0.237113402,0.112903226,0.523712183,0.744680851,0.744646558,80000,810000,30s,0.613266366,Y00
NF82,0.414285714,0.440237788,1.099902692,0.771689498,0.220729367,0.257518797,0.237113402,0.112903226,0.345053148,0.531914894,0.756850104,80000,820000,30s,0.471654421,Y00
NF83,0.521428571,0.652575416,1.062925722,0.753424658,0.73512476,0.635338346,0.237113402,0.112903226,0.430089943,0.70212766,0.704351831,80000,830000,30s,0.595218503,Y00
NF84,0.298387097,0.68037084,0.907687558,0.624454148,0.570016474,0.367532468,0.178571429,0.086956522,0.528272657,0.583333333,0.716535433,80000,840000,29s,0.503828905,Y00
NF85,0.326612903,0.698168459,0.916332201,0.668122271,0.551894563,0.37012987,0.15,0.086956522,0.534082107,0.6875,0.724648055,80000,850000,29s,0.519495177,Y00
NF86,0.327956989,0.749244306,0.960692871,0.766666667,0.684989429,0.425774878,0.180722892,0.179487179,0.511318898,0.71875,0.763850589,80000,860000,32s,0.569950427,Y00
NF87,0.360215054,0.83284286,0.989007328,0.844444444,0.380549683,0.419249592,0.361445783,0.205128205,0.657480315,0.53125,0.77989471,80000,870000,32s,0.578318907,Y00
NF88,0.241935484,0.58926341,1.037665946,0.550218341,0.233937397,0.318181818,0.214285714,0.086956522,0.44887684,0.458333333,0.725363875,80000,880000,29s,0.445910789,Y00
NF89,0.181451613,0.358516157,0.969743748,0.602620087,0.121911038,0.280519481,0.057142857,0.152173913,0.317583269,0.3125,0.734430923,80000,890000,29s,0.371690281,Y00
NF96,0.217741935,0.612154663,0.966965113,0.624454148,0.084019769,0.319480519,0.064285714,0.086956522,0.343532146,0.666666667,0.655929372,90000,860000,29s,0.422016961,Y00
NF97,0.173387097,0.569564299,0.998147576,0.585152838,0.069192751,0.283116883,0.057142857,0.076086957,0.327265686,0.3125,0.711524696,90000,870000,29s,0.378461967,Y00
NF98,0.274193548,0.659665701,1.046001852,0.64628821,0.235584843,0.324675325,0.214285714,0.086956522,0.48954299,0.541666667,0.742782152,90000,880000,29s,0.478331229,Y00
NF99,0.233870968,0.628034369,1.056498919,0.615720524,0.240527183,0.318181818,0.192857143,0.086956522,0.477149497,0.479166667,0.650441422,90000,890000,29s,0.452673185,Y00
NG08,0.225806452,0.643350305,0.921271998,0.672489083,0.15815486,0.297402597,0.157142857,0.076086957,0.52439969,0.541666667,0.652827487,100000,880000,29s,0.442781723,Y00
NG09,0.284946237,0.760390869,1.014990007,0.816666667,0.283298097,0.39314845,0.325301205,0.205128205,0.618110236,0.6875,0.703183755,100000,890000,32s,0.553878521,Y00
NG13,0.22983871,0.424684152,1.05866008,0.716157205,0.084019769,0.192207792,0.164285714,0.086956522,0.372966692,0.625,0.763540921,110000,830000,29s,0.42893796,Y00
NG14,0.478571429,0.722885554,0.985728187,0.748858447,0.253358925,0.507518797,0.216494845,0.112903226,0.372444808,0.553191489,0.668662215,110000,840000,30s,0.510965266,Y00
NG15,0.485714286,0.692152757,0.987025624,0.730593607,0.113243762,0.490601504,0.154639175,0.129032258,0.340147179,0.468085106,0.677181672,110000,850000,30s,0.478946994,Y00
NG18,0.177419355,0.510696853,1.005557271,0.502183406,0.087314662,0.296103896,0.057142857,0.086956522,0.336560806,0.333333333,0.737055595,110000,880000,29s,0.375484051,Y00
NG20,0.721428571,0.843913854,1.048653909,1.059360731,0.220729367,0.569548872,0.298969072,0.112903226,0.722812756,0.765957447,0.788625374,120000,800000,30s,0.650263925,Y00
NG23,0.266129032,0.584341642,1.025316456,0.698689956,0.172981878,0.285714286,0.128571429,0.086956522,0.318357862,0.645833333,0.728227153,120000,830000,29s,0.449192686,Y00
NG24,0.557142857,0.793228287,1.011352579,0.812785388,0.163147793,0.417293233,0.278350515,0.112903226,0.547424366,0.489361702,0.670043749,120000,840000,30s,0.532093972,Y00
NG25,0.471428571,0.763622835,1.051897502,0.794520548,0.124760077,0.445488722,0.24742268,0.129032258,0.470155356,0.468085106,0.675800138,120000,850000,30s,0.512928527,Y00
NG26,0.464285714,0.729845195,1.023678235,0.767123288,0.140115163,0.518796992,0.206185567,0.112903226,0.446852003,0.468085106,0.698825697,120000,860000,30s,0.506972381,Y00
NG30,0.571428571,0.819024594,1.114823224,1.082191781,0.247600768,0.687969925,0.309278351,0.112903226,0.867130008,0.744680851,0.800138153,130000,800000,30s,0.668833587,Y00
NG31,0.266129032,0.41455709,1.040753319,0.807860262,0.156507414,0.27012987,0.171428571,0.086956522,0.249031758,0.6875,0.828919112,130000,810000,29s,0.452706632,Y00
NG32,0.5,0.725834859,1.09049627,0.917808219,0.251439539,0.501879699,0.237113402,0.112903226,0.792313982,0.489361702,0.763067004,130000,820000,30s,0.580201628,Y00
NG33,0.578571429,0.818524426,1.070710347,0.99086758,0.172744722,0.501879699,0.268041237,0.112903226,0.698282911,0.553191489,0.695371863,130000,830000,30s,0.587371721,Y00
NG34,0.492857143,0.723148563,0.976321765,0.785388128,0.211132438,0.543233083,0.154639175,0.129032258,0.893704007,0.489361702,0.653235091,130000,840000,30s,0.550186668,Y00
NG35,0.521428571,0.774876054,1.028219267,0.821917808,0.138195777,0.484962406,0.226804124,0.129032258,0.612019624,0.489361702,0.665899148,130000,850000,30s,0.535701522,Y00
NG36,0.471428571,0.726781244,1.083360363,0.785388128,0.138195777,0.505639098,0.206185567,0.112903226,0.477105478,0.468085106,0.730600967,130000,860000,30s,0.518697593,Y00
NG40,0.310483871,0.577805194,1.06205619,0.912663755,0.144975288,0.342857143,0.185714286,0.076086957,0.702168861,0.541666667,0.82772608,140000,800000,29s,0.516745845,Y00
NG41,0.521428571,0.731073698,1.103470645,0.97260274,0.224568138,0.537593985,0.237113402,0.129032258,0.892886345,0.595744681,0.814644255,140000,810000,30s,0.614559884,Y00
NG42,0.32244898,0.750642177,1.104549855,0.779661017,0.221441125,0.51618705,0.291666667,0.061403509,0.678722586,0.479166667,0.807701741,140000,820000,18s,0.546690125,Y00
NG43,0.535714286,0.778641364,1.003243594,0.890410959,0.238003839,0.546992481,0.226804124,0.129032258,0.875306623,0.510638298,0.638268478,140000,830000,30s,0.579368755,Y00
NG44,0.564285714,0.812864097,1.021732079,0.858447489,0.147792706,0.526315789,0.24742268,0.129032258,0.831970564,0.574468085,0.647478701,140000,840000,30s,0.578346379,Y00
NG45,0.285714286,0.729284848,1.088415618,0.779661017,0.117750439,0.508992806,0.239583333,0.070175439,0.711427472,0.479166667,0.748834928,140000,850000,18s,0.523546077,Y00
NG46,0.464285714,0.738430102,0.993837172,0.821917808,0.124760077,0.535714286,0.206185567,0.112903226,0.69787408,0.468085106,0.651162791,140000,860000,30s,0.528650539,Y00
NG50,0.330645161,0.836898586,1.06205619,1.048034934,0.126853377,0.398701299,0.164285714,0.086956522,0.775367932,0.645833333,0.82152231,150000,800000,29s,0.572468669,Y00
NG51,0.366935484,0.824680649,1.050632911,1.021834061,0.138385502,0.385714286,0.178571429,0.086956522,0.799767622,0.625,0.807921737,150000,810000,29s,0.571490928,Y00
NG52,0.346938776,0.775793971,1.086802194,0.805084746,0.170474517,0.526978417,0.270833333,0.070175439,0.773759138,0.583333333,0.827569291,150000,820000,18s,0.56706756,Y00
NG53,0.607142857,0.826134848,1.07979241,0.894977169,0.15547025,0.498120301,0.257731959,0.129032258,0.859362224,0.617021277,0.710568731,150000,830000,30s,0.603214026,Y00
NG54,0.318548387,0.779762954,1.045693115,0.825327511,0.116968699,0.362337662,0.171428571,0.086956522,0.840821069,0.5625,0.705320926,150000,840000,29s,0.528696856,Y00
NG55,0.485714286,0.753064232,1.066169316,0.835616438,0.117082534,0.516917293,0.237113402,0.129032258,0.894521668,0.510638298,0.682247294,150000,850000,30s,0.566192456,Y00
NG56,0.45,0.687854684,1.012974376,0.776255708,0.117082534,0.562030075,0.164948454,0.129032258,0.885936222,0.468085106,0.636656689,150000,860000,30s,0.535532373,Y00
NG60,0.342741935,0.854873546,1.032108676,1.048034934,0.128500824,0.374025974,0.164285714,0.076086957,0.814484895,0.645833333,0.828680506,160000,800000,29s,0.573605209,Y00
NG61,0.35483871,0.833097791,1.038592158,1.013100437,0.13014827,0.37012987,0.171428571,0.086956522,0.854763749,0.604166667,0.800524934,160000,810000,29s,0.568886153,Y00
NG62,0.342741935,0.817622029,1.017289287,0.982532751,0.128500824,0.384415584,0.178571429,0.086956522,0.845081332,0.604166667,0.769028871,160000,820000,29s,0.559718839,Y00
NG65,0.298387097,0.730914194,1.027168879,0.790393013,0.082372323,0.412987013,0.157142857,0.076086957,0.860185902,0.5,0.59341446,160000,850000,29s,0.502641154,Y00
NG70,0.476190476,0.867117359,0.738166895,1.027149321,0.246376812,0.399171271,0.403225806,0.159090909,0.856646059,0.65,0.94381036,170000,800000,24s,0.615176843,Y00
NG71,0.338709677,0.848558226,0.880518679,1.008733624,0.082372323,0.375324675,0.164285714,0.086956522,0.787761425,0.625,0.738964448,170000,810000,29s,0.539744119,Y00
NG72,0.342741935,0.831335325,1.020994134,1,0.093904448,0.376623377,0.164285714,0.239130435,0.854376452,0.604166667,0.732522071,170000,820000,29s,0.569098233,Y00
NG74,0.442982456,0.781110916,0.954870037,0.815315315,0.241678726,0.47826087,0.236111111,0.071428571,0.938583271,0.488372093,0.698976982,170000,840000,21s,0.558880941,Y00
NG82,0.334677419,0.838723449,1.017598024,0.868995633,0.092257002,0.363636364,0.157142857,0.304347826,0.852827266,0.604166667,0.728227153,180000,820000,29s,0.560236333,Y00
NG83,0.35483871,0.828570115,1.025316456,0.799126638,0.074135091,0.650649351,0.257142857,0.076086957,0.888845856,0.625,0.716296827,180000,830000,29s,0.572364441,Y00
NG84,0.421052632,0.79126993,0.948300486,0.752252252,0.222865412,0.573913043,0.305555556,0.153061224,0.940467219,0.488372093,0.662404092,180000,840000,21s,0.569046722,Y00
NG85,0.390350877,0.82657112,0.953156241,0.828828829,0.292329957,0.498913043,0.305555556,0.153061224,0.92388847,0.651162791,0.661892583,180000,850000,21s,0.589610063,Y00
NG90,0.5,0.775393231,0.699042408,1.022624434,0.5,0.533149171,0.241935484,0.340909091,0.803709428,0.45,0.838747439,190000,800000,24s,0.609591881,Y00
NG91,0.583333333,0.712660514,0.746374829,0.959276018,0.211956522,0.488950276,0.241935484,0.340909091,0.724497682,0.275,0.797190518,190000,810000,24s,0.552916751,Y00
NG96,0.708333333,0.62358081,0.899042408,0.78280543,0.291666667,0.642265193,0.322580645,0.340909091,0.871715611,0.525,0.75651156,190000,860000,24s,0.614946432,Y00
NG97,0.482142857,0.779421087,0.900136799,0.800904977,0.260869565,0.479281768,0.35483871,0.340909091,0.89992272,0.675,0.794849283,190000,870000,24s,0.615297896,Y00
NH00,0.476190476,0.65002506,0.740902873,1.009049774,0.601449275,0.446132597,0.241935484,0.340909091,0.666924266,0.2,0.803628914,200000,800000,24s,0.561558892,Y00
NH01,0.392857143,0.60245745,0.747742818,0.995475113,0.516304348,0.371546961,0.370967742,0.340909091,0.751545595,0.45,0.743634767,200000,810000,24s,0.571221912,Y00
NH02,0.482142857,0.625019167,0.732968536,0.909502262,0.393115942,0.599447514,0.241935484,0.340909091,0.914992272,0.575,0.672519754,200000,820000,24s,0.589777534,Y00
NH06,0.561403509,0.655770305,0.956298201,0.797297297,0.283646889,0.37173913,0.180555556,0.153061224,0.867746797,0.813953488,0.672378517,200000,860000,21s,0.573986447,Y00
NH07,0.678571429,0.638504475,0.89001368,0.800904977,0.269927536,0.604972376,0.241935484,0.340909091,0.886012365,0.575,0.733684519,200000,870000,24s,0.605494176,Y00
NH11,0.514792899,0.617322884,0.800164926,1.063106796,0.459183673,0.364745011,0.234375,0.182926829,0.67909057,0.227272727,0.694509346,210000,810000,23s,0.530680969,Y00
NH12,0.648809524,0.729385271,0.829822161,0.977375566,0.528985507,0.450276243,0.241935484,0.340909091,0.896058733,0.4,0.631548142,210000,820000,24s,0.606827793,Y00
NH13,0.708333333,0.655197193,0.888098495,0.877828054,0.530797101,0.435082873,0.129032258,0.340909091,0.884080371,0.4,0.669007902,210000,830000,24s,0.592578788,Y00
NH14,0.738095238,0.624363496,0.880711354,0.79638009,0.367753623,0.42679558,0.14516129,0.340909091,0.88446677,0.475,0.684518584,210000,840000,24s,0.578559556,Y00
NH15,0.75,0.695505158,0.919737218,0.806306306,0.445730825,0.390217391,0.152777778,0.153061224,0.925018839,0.76744186,0.660102302,210000,850000,21s,0.605990809,Y00
NH16,0.833333333,0.655545054,0.818878249,0.800904977,0.326086957,0.44198895,0.241935484,0.340909091,0.907650696,0.45,0.704711735,210000,860000,24s,0.592904048,Y00
NH17,0.539473684,0.593072336,0.880319909,0.801801802,0.2170767,0.485869565,0.208333333,0.153061224,0.869630746,0.441860465,0.609207161,210000,870000,21s,0.527246084,Y00
NH18,0.649122807,0.777560368,0.91459583,0.833333333,0.218523878,0.420652174,0.486111111,0.102040816,0.8933685,0.581395349,0.62915601,210000,880000,21s,0.591441834,Y00
NH19,0.429824561,0.733467397,0.900314196,0.824324324,0.141823444,0.414130435,0.430555556,0.071428571,0.840617935,0.511627907,0.604603581,210000,890000,21s,0.536610719,Y00
NH20,1.035714286,0.887284103,0.728590971,1.085972851,0.880434783,0.64640884,0.129032258,0.477272727,0.904559505,0.675,0.779338601,220000,800000,24s,0.748146266,Y00
NH21,0.877192982,0.863200174,0.758926021,1.117117117,0.704775687,0.508695652,0.111111111,0.265306122,0.897513188,0.744186047,0.656265985,220000,810000,21s,0.68220819,Y00
NH22,0.710526316,0.804328327,0.892030848,0.986486486,0.667149059,0.47173913,0.152777778,0.204081633,0.891107762,0.604651163,0.739130435,220000,820000,21s,0.647637176,Y00
NH23,0.69047619,0.809668915,0.88125855,0.895927602,0.746376812,0.540055249,0.129032258,0.409090909,0.954404946,0.675,0.732221247,220000,830000,24s,0.678501152,Y00
NH24,0.738095238,0.675881151,0.860191518,0.809954751,0.509057971,0.392265193,0.129032258,0.340909091,0.879057187,0.4,0.636523266,220000,840000,24s,0.579178875,Y00
NH25,0.938596491,0.770782727,0.912596401,0.855855856,0.652677279,0.433695652,0.208333333,0.224489796,0.855312735,0.790697674,0.628132992,220000,850000,21s,0.66101554,Y00
NH26,0.565789474,0.635004336,0.864610111,0.815315315,0.285094067,0.357608696,0.194444444,0.153061224,0.872268274,0.441860465,0.620460358,220000,860000,21s,0.527774251,Y00
NH27,0.791666667,0.671997473,0.90369357,0.819004525,0.277173913,0.453038674,0.241935484,0.340909091,0.890262751,0.5,0.697102722,220000,870000,24s,0.598798625,Y00
NH28,0.715976331,0.604787426,0.875206157,0.868932039,0.211370262,0.45232816,0.265625,0.097560976,0.851658591,0.545454545,0.653037383,220000,880000,23s,0.558357897,Y00
NH29,0.385964912,0.636958893,0.88688946,0.815315315,0.211287988,0.370652174,0.222222222,0.071428571,0.822532027,0.674418605,0.603069054,220000,890000,21s,0.51824902,Y00
NH30,0.833333333,0.893493145,0.860896887,1.126126126,0.693198263,0.635869565,0.111111111,0.428571429,0.972117558,0.813953488,0.797442455,230000,800000,21s,0.742373942,Y00
NH31,1.208333333,0.949547667,0.734336525,1.140271493,0.875,0.730662983,0.14516129,0.886363636,0.971020093,0.875,0.763827919,230000,810000,24s,0.843593176,Y00
NH32,0.885964912,0.890312867,0.88260497,1.085585586,0.704775687,0.517391304,0.125,0.37755102,0.937076112,0.790697674,0.659335038,230000,820000,21s,0.714208652,Y00
NH33,1.880952381,0.992667471,0.832831737,0.914027149,0.89673913,0.899171271,0.709677419,0.818181818,0.992272025,0.9,0.784899034,230000,830000,24s,0.965583585,Y00
NH34,1.130952381,0.873152278,0.876333789,0.882352941,0.864130435,0.596685083,0.241935484,0.5,0.896445131,0.8,0.717881182,230000,840000,24s,0.761806246,Y00
NH35,0.899122807,0.792794633,0.891459583,0.873873874,0.661360347,0.430434783,0.208333333,0.224489796,0.845892992,0.813953488,0.612531969,230000,850000,21s,0.659477055,Y00
NH36,1.254385965,0.768346181,0.86660954,0.869369369,0.636758321,0.7,0.430555556,0.244897959,0.886586285,0.837209302,0.652941176,230000,860000,21s,0.740696332,Y00
NH37,0.793859649,0.692165281,0.88688946,0.828828829,0.357452967,0.355434783,0.222222222,0.132653061,0.783722683,0.813953488,0.62685422,230000,870000,21s,0.590366968,Y00
NH38,1,0.675102614,0.885376581,0.878640777,0.201166181,0.376940133,0.25,0.097560976,0.780469624,0.75,0.648656542,230000,880000,23s,0.594901221,Y00
NH39,0.548245614,0.649418261,0.838617538,0.824324324,0.269175109,0.361956522,0.222222222,0.081632653,0.787113791,0.534883721,0.581074169,230000,890000,21s,0.518060357,Y00
NH41,0.837719298,0.884302366,0.888603256,1.13963964,0.726483357,0.55326087,0.125,0.37755102,0.919366993,0.813953488,0.780306905,240000,810000,21s,0.731471563,Y00
NH42,1.381578947,0.940313133,0.872036561,1.117117117,0.749638205,0.825,0.625,0.459183673,1.01582517,0.860465116,0.701534527,240000,820000,21s,0.867972041,Y00
NH43,1.399122807,0.950833905,0.872607826,0.972972973,0.712011577,0.768478261,0.597222222,0.408163265,0.986058779,0.860465116,0.702813299,240000,830000,21s,0.839159094,Y00
NH44,1.460526316,0.968164238,0.864610111,0.90990991,0.698986975,0.72173913,0.638888889,0.387755102,0.964958553,0.860465116,0.697953964,240000,840000,21s,0.83399621,Y00
NH45,1.32046332,0.968049458,0.958661417,0.88034188,0.740322581,0.781990521,0.366666667,0.390909091,0.953302961,0.725490196,0.692730347,240000,850000,28s,0.798084404,Y00
NH46,1.125,0.783791082,0.804377565,0.864253394,0.663043478,0.470994475,0.258064516,0.5,0.791731066,0.775,0.78197249,240000,860000,24s,0.710748006,Y00
NH47,0.792899408,0.665751056,0.851017042,0.873786408,0.183673469,0.320399113,0.234375,0.256097561,0.751770406,0.386363636,0.703271028,240000,870000,23s,0.547218557,Y00
NH48,0.442982456,0.658750552,0.923736075,0.828828829,0.114327062,0.345652174,0.222222222,0.081632653,0.751318764,0.76744186,0.607161125,240000,880000,21s,0.522186707,Y00
NH49,0.333333333,0.641162733,0.843473293,0.797297297,0.13748191,0.333695652,0.208333333,0.071428571,0.686510927,0.558139535,0.678005115,240000,890000,21s,0.480805609,Y00
NH51,0.605263158,0.851420698,0.912882034,1.081081081,0.710564399,0.52173913,0.111111111,0.234693878,0.8786737,0.651162791,0.638618926,250000,810000,21s,0.654291901,Y00
NH52,1.442982456,0.983031425,0.869465867,1.117117117,0.801736614,0.929347826,0.625,0.785714286,1.047475509,0.860465116,0.780818414,250000,820000,21s,0.931195875,Y00
NH53,1.429824561,0.979318086,0.84947158,1.103603604,0.76121563,0.884782609,0.625,0.744897959,1.016955539,0.860465116,0.779539642,250000,830000,21s,0.912279484,Y00
NH54,1.301158301,0.977753406,0.968503937,1.042735043,0.672580645,0.832938389,0.35,0.572727273,0.946469248,0.803921569,0.733516484,250000,840000,28s,0.836573118,Y00
